League_Name,Team_Overall,GP,Avg,0.5+,1.5+,2.5+,3.5+,4.5+,5.5+,BTS,CS,FTS,WTN,LTN
Philippines - PFL,Manila Digger,18.0,3.67,100%,61%,56%,44%,28%,22%,33%,56%,11%,56%,11%
Philippines - PFL,PFF Development,18.0,3.61,89%,89%,67%,50%,22%,11%,56%,11%,44%,0%,33%
Philippines - PFL,Kaya FC,18.0,3.5,100%,78%,50%,39%,33%,17%,61%,28%,11%,28%,11%
Philippines - PFL,Stallion,18.0,3.39,94%,78%,61%,44%,28%,17%,44%,28%,33%,22%,28%
Philippines - PFL,Loyola,18.0,3.28,100%,78%,67%,50%,28%,6%,44%,22%,33%,22%,33%
Philippines - PFL,Maharlika,18.0,3.22,89%,72%,67%,44%,39%,11%,39%,28%,44%,17%,33%
Philippines - PFL,One Taguig,18.0,2.89,89%,78%,50%,33%,22%,11%,28%,44%,39%,33%,28%
Philippines - PFL,DH Cebu,18.0,2.83,89%,72%,61%,44%,11%,6%,50%,44%,17%,33%,6%
Philippines - PFL,Davao Aguilas,18.0,2.22,94%,67%,39%,17%,6%,0%,33%,44%,28%,39%,22%
Poland - Ekstraklasa,Cracovia Krakow,34.0,3.26,94%,85%,59%,35%,24%,18%,76%,18%,12%,12%,6%
Poland - Ekstraklasa,Motor Lublin,34.0,3.15,94%,74%,56%,35%,29%,15%,56%,21%,29%,15%,24%
Poland - Ekstraklasa,Legia Warsaw,34.0,3.09,97%,79%,56%,41%,21%,9%,65%,21%,18%,18%,15%
Poland - Ekstraklasa,Lechia Gdansk,34.0,3.03,97%,85%,56%,35%,24%,6%,65%,18%,21%,15%,18%
Poland - Ekstraklasa,Puszcza Niepolo,34.0,2.94,94%,85%,44%,29%,15%,9%,56%,18%,32%,12%,26%
Poland - Ekstraklasa,Radomiak Radom,34.0,2.94,97%,82%,62%,35%,18%,0%,68%,15%,21%,12%,18%
Poland - Ekstraklasa,Lech Poznan,34.0,2.91,94%,76%,56%,32%,15%,6%,50%,41%,15%,35%,9%
Poland - Ekstraklasa,Pogon Szczecin,34.0,2.91,94%,71%,53%,26%,15%,15%,41%,41%,24%,35%,18%
Poland - Ekstraklasa,Jagiellonia,34.0,2.88,100%,82%,50%,38%,15%,3%,62%,32%,6%,32%,6%
Poland - Ekstraklasa,Katowice,34.0,2.82,91%,71%,59%,38%,15%,6%,53%,26%,29%,18%,21%
Poland - Ekstraklasa,Stal Mielec,34.0,2.79,97%,79%,56%,35%,12%,0%,65%,12%,26%,9%,24%
Poland - Ekstraklasa,Slask Wroclaw,34.0,2.68,91%,79%,44%,26%,12%,9%,59%,12%,38%,3%,29%
Poland - Ekstraklasa,Widzew Lodz,34.0,2.56,94%,79%,44%,21%,12%,3%,50%,24%,32%,18%,26%
Poland - Ekstraklasa,Zaglebie Lubin,34.0,2.47,100%,68%,47%,26%,3%,3%,50%,18%,32%,18%,32%
Poland - Ekstraklasa,Gornik Zabrze,34.0,2.41,91%,71%,44%,21%,12%,3%,47%,29%,32%,21%,24%
Poland - Ekstraklasa,Korona Kielce,34.0,2.41,91%,79%,38%,21%,9%,3%,59%,24%,26%,15%,18%
Poland - Ekstraklasa,Rakow C.,34.0,2.18,88%,62%,38%,18%,9%,3%,41%,50%,21%,38%,9%
Poland - Ekstraklasa,Piast Gliwice,34.0,2.15,88%,62%,32%,21%,9%,3%,44%,32%,35%,21%,24%
Poland - 1. Liga,T. Nieciecza,34.0,3.21,100%,91%,74%,35%,15%,6%,62%,29%,9%,29%,9%
Poland - 1. Liga,Miedz Legnica,34.0,2.97,97%,82%,59%,32%,21%,6%,62%,26%,15%,24%,12%
Poland - 1. Liga,Stal Rzeszow,34.0,2.97,97%,76%,62%,35%,15%,12%,53%,18%,32%,15%,29%
Poland - 1. Liga,Chrobry Glogow,34.0,2.82,91%,79%,59%,32%,18%,3%,59%,18%,32%,9%,24%
Poland - 1. Liga,Ruch Chorzow,34.0,2.82,94%,76%,47%,35%,21%,6%,47%,32%,26%,26%,21%
Poland - 1. Liga,Wisla Plock,34.0,2.82,88%,76%,65%,38%,12%,3%,62%,32%,18%,21%,6%
Poland - 1. Liga,Wisla Krakow,34.0,2.79,94%,76%,59%,35%,12%,3%,53%,35%,18%,29%,12%
Poland - 1. Liga,Znicz Pruszkow,34.0,2.79,91%,74%,59%,35%,21%,0%,62%,26%,21%,18%,12%
Poland - 1. Liga,Gornik Leczna,34.0,2.71,97%,82%,53%,32%,6%,0%,62%,29%,12%,26%,9%
Poland - 1. Liga,Odra Opole,34.0,2.71,88%,71%,56%,26%,18%,12%,44%,21%,47%,9%,35%
Poland - 1. Liga,Stalowa Wola,34.0,2.71,85%,71%,47%,35%,21%,12%,44%,21%,50%,6%,35%
Poland - 1. Liga,LKS Lodz,34.0,2.68,91%,71%,56%,32%,12%,6%,50%,29%,29%,21%,21%
Poland - 1. Liga,Pogon Siedlce,34.0,2.68,97%,79%,50%,24%,12%,6%,71%,6%,26%,3%,24%
Poland - 1. Liga,Arka Gdynia,34.0,2.56,97%,74%,50%,21%,9%,6%,47%,47%,9%,44%,6%
Poland - 1. Liga,K. Kolobrzeg,34.0,2.47,88%,68%,41%,26%,15%,6%,44%,26%,41%,15%,29%
Poland - 1. Liga,Polonia Warszaw,34.0,2.44,88%,65%,50%,21%,15%,6%,50%,32%,29%,21%,18%
Poland - 1. Liga,Tychy,34.0,2.44,82%,68%,47%,35%,6%,6%,53%,35%,29%,18%,12%
Poland - 1. Liga,Warta Poznan,34.0,2.29,91%,62%,44%,21%,9%,3%,41%,24%,44%,15%,35%
Portugal - Liga Portugal,Sporting CP,34.0,3.38,97%,88%,68%,44%,21%,12%,53%,44%,6%,41%,3%
Portugal - Liga Portugal,Benfica,34.0,3.29,100%,88%,68%,38%,29%,6%,50%,44%,6%,44%,6%
Portugal - Liga Portugal,Estoril,34.0,2.97,91%,79%,71%,41%,12%,3%,56%,21%,32%,12%,24%
Portugal - Liga Portugal,FC Porto,34.0,2.79,100%,91%,53%,26%,9%,0%,41%,47%,12%,47%,12%
Portugal - Liga Portugal,Rio Ave,34.0,2.76,100%,82%,50%,29%,12%,3%,56%,15%,29%,15%,29%
Portugal - Liga Portugal,Moreirense,34.0,2.71,94%,76%,53%,35%,12%,0%,62%,21%,24%,15%,18%
Portugal - Liga Portugal,AVS,34.0,2.5,91%,71%,41%,24%,18%,6%,50%,24%,35%,15%,26%
Portugal - Liga Portugal,Sporting Braga,34.0,2.5,94%,76%,47%,18%,9%,6%,53%,44%,9%,38%,3%
Portugal - Liga Portugal,Arouca,34.0,2.47,94%,71%,47%,29%,6%,0%,56%,24%,26%,18%,21%
Portugal - Liga Portugal,Guimaraes,34.0,2.47,94%,68%,47%,26%,3%,3%,41%,38%,26%,32%,21%
Portugal - Liga Portugal,Boavista,34.0,2.44,91%,65%,50%,26%,12%,0%,38%,21%,50%,12%,41%
Portugal - Liga Portugal,Casa Pia,34.0,2.44,94%,74%,44%,26%,6%,0%,59%,21%,26%,15%,21%
Portugal - Liga Portugal,Famalicao,34.0,2.44,85%,79%,53%,15%,9%,3%,56%,38%,21%,24%,6%
Portugal - Liga Portugal,Nacional,34.0,2.41,94%,71%,44%,18%,6%,6%,38%,24%,44%,18%,38%
Portugal - Liga Portugal,Gil Vicente,34.0,2.38,91%,71%,44%,18%,9%,6%,50%,21%,38%,12%,29%
Portugal - Liga Portugal,Estrela Amadora,34.0,2.18,94%,59%,32%,18%,9%,6%,32%,21%,53%,15%,47%
Portugal - Liga Portugal,Farense,34.0,2.09,88%,56%,41%,18%,6%,0%,44%,21%,47%,9%,35%
Portugal - Liga Portugal,Santa Clara,34.0,2.0,94%,59%,29%,9%,9%,0%,41%,32%,32%,26%,26%
Portugal - Liga Portugal 2,Oliveirense,34.0,2.76,88%,76%,59%,32%,15%,3%,47%,21%,44%,9%,32%
Portugal - Liga Portugal 2,Tondela,34.0,2.74,97%,82%,53%,35%,6%,0%,65%,29%,9%,26%,6%
Portugal - Liga Portugal 2,Alverca,34.0,2.71,97%,79%,47%,32%,12%,3%,62%,29%,12%,26%,9%
Portugal - Liga Portugal 2,Penafiel,34.0,2.71,97%,74%,50%,29%,12%,6%,59%,18%,26%,15%,24%
Portugal - Liga Portugal 2,Portimonense,34.0,2.71,94%,85%,53%,21%,15%,3%,50%,21%,35%,15%,29%
Portugal - Liga Portugal 2,Benfica B,34.0,2.68,91%,76%,50%,29%,18%,3%,53%,35%,21%,26%,12%
Portugal - Liga Portugal 2,Torreense,34.0,2.68,97%,76%,53%,24%,12%,6%,59%,24%,21%,21%,18%
Portugal - Liga Portugal 2,Maritimo,34.0,2.65,94%,82%,50%,24%,12%,3%,68%,24%,15%,18%,9%
Portugal - Liga Portugal 2,Uniao de Leiria,34.0,2.53,97%,71%,47%,26%,12%,0%,53%,32%,18%,29%,15%
Portugal - Liga Portugal 2,Academico Viseu,34.0,2.47,94%,79%,38%,21%,9%,3%,56%,24%,26%,18%,21%
Portugal - Liga Portugal 2,Pacos Ferreira,34.0,2.47,94%,65%,50%,21%,9%,6%,47%,24%,35%,18%,29%
Portugal - Liga Portugal 2,FC Porto B,34.0,2.44,91%,71%,47%,21%,12%,3%,56%,18%,35%,9%,26%
Portugal - Liga Portugal 2,Mafra,34.0,2.44,85%,74%,47%,24%,12%,3%,44%,26%,44%,12%,29%
Portugal - Liga Portugal 2,Felgueiras,34.0,2.38,88%,71%,44%,24%,9%,3%,56%,32%,24%,21%,12%
Portugal - Liga Portugal 2,Vizela,34.0,2.35,88%,65%,41%,18%,18%,6%,56%,38%,18%,26%,6%
Portugal - Liga Portugal 2,Leixoes,34.0,2.32,88%,68%,47%,21%,6%,3%,50%,26%,35%,15%,24%
Portugal - Liga Portugal 2,Chaves,34.0,2.18,85%,74%,50%,9%,0%,0%,47%,35%,32%,21%,18%
Portugal - Liga Portugal 2,Feirense,34.0,2.03,85%,56%,38%,15%,9%,0%,44%,32%,38%,18%,24%
Qatar - Stars League,Al Sadd,22.0,3.86,100%,86%,82%,55%,36%,23%,50%,45%,5%,45%,5%
Qatar - Stars League,Al Arabi,22.0,3.68,91%,82%,68%,55%,36%,23%,64%,14%,32%,5%,23%
Qatar - Stars League,Al Rayyan,22.0,3.64,95%,91%,82%,41%,18%,18%,73%,14%,18%,9%,14%
Qatar - Stars League,Al Ahli Doha,22.0,3.5,100%,73%,64%,45%,32%,23%,55%,23%,23%,23%,23%
Qatar - Stars League,Al Shamal,22.0,3.41,100%,82%,64%,32%,23%,18%,55%,27%,18%,27%,18%
Qatar - Stars League,Al Shahaniya,22.0,3.36,91%,82%,73%,41%,32%,18%,68%,18%,23%,9%,14%
Qatar - Stars League,Al Duhail,22.0,3.23,95%,77%,55%,36%,27%,18%,45%,45%,14%,41%,9%
Qatar - Stars League,Al Gharafa,22.0,3.23,95%,86%,64%,50%,14%,14%,73%,14%,18%,9%,14%
Qatar - Stars League,Qatar SC,22.0,3.18,95%,77%,64%,41%,23%,14%,68%,18%,18%,14%,14%
Qatar - Stars League,Umm Salal,22.0,3.18,95%,73%,68%,45%,18%,9%,45%,18%,41%,14%,36%
Qatar - Stars League,Al Wakrah,22.0,3.05,100%,82%,55%,32%,9%,9%,45%,18%,36%,18%,36%
Qatar - Stars League,Al Khor,22.0,2.86,86%,73%,64%,27%,14%,14%,59%,23%,32%,9%,18%
Romania - Liga 1,CFR Cluj,30.0,2.93,93%,83%,50%,37%,23%,7%,60%,37%,10%,30%,3%
Romania - Liga 1,FC Buzau,30.0,2.53,93%,73%,43%,17%,17%,10%,40%,20%,47%,13%,40%
Romania - Liga 1,P. Iasi,30.0,2.5,93%,70%,43%,23%,10%,3%,50%,27%,30%,20%,23%
Romania - Liga 1,Unirea Slobozia,30.0,2.5,97%,63%,53%,20%,10%,3%,47%,17%,40%,13%,37%
Romania - Liga 1,Hermannstadt,30.0,2.47,87%,70%,43%,23%,13%,3%,50%,27%,37%,13%,23%
Romania - Liga 1,Sepsi OSK,30.0,2.43,93%,73%,47%,17%,10%,3%,47%,33%,27%,27%,20%
Romania - Liga 1,Univ. Craiova,30.0,2.43,90%,73%,40%,20%,13%,7%,57%,30%,23%,20%,13%
Romania - Liga 1,U. Cluj,30.0,2.33,87%,67%,43%,23%,13%,0%,53%,33%,27%,20%,13%
Romania - Liga 1,Din. Bucharest,30.0,2.23,93%,73%,27%,20%,10%,0%,53%,37%,17%,30%,10%
Romania - Liga 1,Farul Constanta,30.0,2.23,90%,63%,33%,23%,13%,0%,50%,23%,37%,13%,27%
Romania - Liga 1,FCSB,30.0,2.23,90%,73%,33%,17%,10%,0%,47%,40%,23%,30%,13%
Romania - Liga 1,Botosani,30.0,2.1,87%,60%,37%,17%,7%,3%,40%,37%,37%,23%,23%
Romania - Liga 1,UTA Arad,30.0,2.1,90%,60%,23%,17%,10%,7%,47%,30%,33%,20%,23%
Romania - Liga 1,Rapid Bucharest,30.0,2.03,87%,70%,30%,13%,3%,0%,50%,33%,30%,20%,17%
Romania - Liga 1,Petrolul,30.0,1.93,77%,57%,30%,20%,10%,0%,50%,37%,37%,13%,13%
Romania - Liga 1,Otelul,30.0,1.87,80%,57%,23%,13%,13%,0%,40%,37%,43%,17%,23%
Scotland - Premiership,Celtic,38.0,3.63,97%,92%,74%,47%,32%,18%,39%,55%,8%,53%,5%
Scotland - Premiership,Dundee FC,38.0,3.53,100%,92%,68%,47%,29%,13%,68%,11%,21%,11%,21%
Scotland - Premiership,Rangers,38.0,3.18,97%,82%,66%,42%,16%,13%,53%,37%,13%,34%,11%
Scotland - Premiership,Hibernian,38.0,2.95,95%,87%,61%,37%,11%,5%,63%,24%,18%,18%,13%
Scotland - Premiership,St. Mirren,38.0,2.95,95%,82%,66%,34%,11%,5%,55%,18%,32%,13%,26%
Scotland - Premiership,Aberdeen,38.0,2.87,95%,74%,61%,34%,16%,8%,55%,21%,29%,16%,24%
Scotland - Premiership,Kilmarnock,38.0,2.87,97%,74%,45%,34%,24%,13%,45%,24%,34%,21%,32%
Scotland - Premiership,Motherwell,38.0,2.87,92%,82%,71%,26%,11%,3%,61%,16%,32%,8%,24%
Scotland - Premiership,St. Johnstone,38.0,2.79,97%,82%,61%,24%,11%,5%,55%,18%,29%,16%,26%
Scotland - Premiership,Ross County,38.0,2.68,92%,76%,55%,26%,13%,5%,47%,21%,39%,13%,32%
Scotland - Premiership,Dundee Utd,38.0,2.61,97%,66%,45%,29%,13%,8%,47%,32%,24%,29%,21%
Scotland - Premiership,Hearts,38.0,2.61,92%,71%,55%,29%,11%,3%,53%,29%,26%,21%,18%
Scotland - Championship,Falkirk,36.0,2.92,94%,78%,53%,33%,17%,11%,44%,47%,14%,42%,8%
Scotland - Championship,Hamilton,36.0,2.83,94%,78%,61%,31%,14%,6%,44%,22%,39%,17%,33%
Scotland - Championship,Airdrieonians,36.0,2.67,97%,78%,50%,25%,14%,3%,42%,14%,47%,11%,44%
Scotland - Championship,Ayr Utd,36.0,2.67,97%,78%,42%,25%,19%,3%,47%,36%,19%,33%,17%
Scotland - Championship,Queens Park,36.0,2.53,92%,75%,53%,19%,11%,3%,50%,28%,31%,19%,22%
Scotland - Championship,Greenock Morton,36.0,2.5,86%,72%,44%,25%,17%,6%,44%,33%,36%,19%,22%
Scotland - Championship,Raith Rovers,36.0,2.5,94%,75%,42%,19%,11%,8%,36%,36%,33%,31%,28%
Scotland - Championship,Livingston,36.0,2.28,86%,69%,50%,11%,8%,3%,42%,44%,28%,31%,14%
Scotland - Championship,Partick Thistle,36.0,2.25,89%,67%,42%,11%,8%,6%,50%,39%,22%,28%,11%
Scotland - Championship,Dunfermline,36.0,1.97,86%,58%,31%,11%,8%,3%,28%,28%,58%,14%,44%
Serbia - Super Liga,Red Star,37.0,4.27,100%,95%,86%,68%,35%,27%,62%,38%,0%,38%,0%
Serbia - Super Liga,Novi Pazar,37.0,3.38,95%,81%,62%,46%,30%,14%,70%,19%,16%,14%,11%
Serbia - Super Liga,Backa Topola,37.0,3.16,92%,81%,70%,35%,22%,11%,65%,24%,19%,16%,11%
Serbia - Super Liga,Radnicki Nis,37.0,3.16,97%,86%,65%,41%,19%,8%,70%,14%,19%,11%,16%
Serbia - Super Liga,Partizan,37.0,3.05,86%,76%,65%,49%,22%,5%,57%,41%,16%,27%,3%
Serbia - Super Liga,Radnicki 1923,37.0,3.05,97%,78%,51%,43%,19%,8%,49%,32%,22%,30%,19%
Serbia - Super Liga,OFK Beograd,37.0,2.89,95%,73%,51%,32%,19%,8%,57%,32%,16%,27%,11%
Serbia - Super Liga,Vojvodina,37.0,2.86,86%,73%,59%,43%,14%,5%,57%,30%,27%,16%,14%
Serbia - Super Liga,Jedinstvo U.,37.0,2.84,97%,73%,57%,38%,16%,3%,41%,11%,51%,8%,49%
Serbia - Super Liga,IMT N. Beograd,37.0,2.81,95%,84%,54%,30%,11%,5%,54%,22%,30%,16%,24%
Serbia - Super Liga,T. Odzaci,37.0,2.65,95%,68%,54%,27%,16%,5%,43%,16%,46%,11%,41%
Serbia - Super Liga,Cukaricki,37.0,2.59,92%,76%,51%,27%,8%,3%,62%,30%,16%,22%,8%
Serbia - Super Liga,Z. Pancevo,37.0,2.49,95%,76%,46%,19%,8%,5%,54%,27%,24%,22%,19%
Serbia - Super Liga,Mladost Lucani,37.0,2.32,86%,70%,49%,24%,3%,0%,57%,24%,32%,11%,19%
Serbia - Super Liga,S. Subotica,37.0,2.32,84%,68%,38%,22%,14%,8%,43%,30%,43%,14%,27%
Serbia - Super Liga,Napredak,37.0,2.24,89%,70%,43%,14%,5%,3%,51%,24%,35%,14%,24%
Singapore - Premier League,Khalsa,32.0,5.13,100%,94%,94%,91%,62%,38%,81%,16%,3%,16%,3%
Singapore - Premier League,Geylang,32.0,5.03,100%,97%,88%,75%,56%,41%,78%,16%,6%,16%,6%
Singapore - Premier League,Tanjong Pagar,32.0,4.31,100%,97%,78%,56%,53%,28%,62%,3%,34%,3%,34%
Singapore - Premier League,Hougang,32.0,4.28,100%,88%,72%,62%,47%,34%,84%,12%,3%,12%,3%
Singapore - Premier League,Young Lions,32.0,4.25,97%,94%,78%,62%,38%,25%,69%,6%,28%,3%,25%
Singapore - Premier League,Lion City,32.0,4.0,94%,84%,72%,62%,41%,28%,56%,38%,12%,31%,6%
Singapore - Premier League,A. Niigata (S),32.0,3.94,94%,81%,75%,59%,47%,22%,62%,16%,28%,9%,22%
Singapore - Premier League,Tampines Rovers,32.0,3.78,97%,88%,75%,59%,34%,19%,56%,38%,9%,34%,6%
Singapore - Premier League,DPMM FC,32.0,3.59,94%,91%,75%,47%,34%,16%,69%,9%,28%,3%,22%
Slovenia - Prva Liga,NK Celje,36.0,3.53,92%,81%,69%,47%,31%,17%,69%,19%,19%,11%,11%
Slovenia - Prva Liga,Radomlje,36.0,2.94,97%,75%,47%,33%,19%,11%,44%,19%,39%,17%,36%
Slovenia - Prva Liga,Nafta,36.0,2.83,89%,75%,53%,31%,19%,11%,50%,14%,47%,3%,36%
Slovenia - Prva Liga,Primorje,36.0,2.83,97%,83%,50%,36%,11%,3%,47%,25%,31%,22%,28%
Slovenia - Prva Liga,Domzale,36.0,2.81,92%,72%,58%,31%,19%,6%,47%,22%,39%,14%,31%
Slovenia - Prva Liga,Bravo,36.0,2.67,92%,75%,47%,31%,19%,3%,58%,25%,25%,17%,17%
Slovenia - Prva Liga,Maribor,36.0,2.67,97%,83%,50%,22%,11%,3%,61%,31%,11%,28%,8%
Slovenia - Prva Liga,Koper,36.0,2.64,92%,69%,47%,28%,17%,8%,53%,36%,19%,28%,11%
Slovenia - Prva Liga,Mura,36.0,2.44,89%,67%,42%,25%,11%,8%,47%,28%,36%,17%,25%
Slovenia - Prva Liga,NK Olimpija,36.0,2.31,92%,75%,36%,17%,8%,3%,33%,61%,14%,53%,6%
Slovakia - Fortuna Liga,S. Bratislava,32.0,3.53,100%,88%,69%,50%,31%,12%,75%,19%,6%,19%,6%
Slovakia - Fortuna Liga,Z. Michalovce,32.0,3.25,88%,69%,59%,50%,34%,16%,66%,22%,25%,9%,12%
Slovakia - Fortuna Liga,Banska Bystrica,32.0,2.97,97%,78%,53%,38%,22%,6%,56%,9%,38%,6%,34%
Slovakia - Fortuna Liga,Zilina,32.0,2.97,84%,75%,59%,41%,25%,9%,59%,25%,31%,9%,16%
Slovakia - Fortuna Liga,Ruzomberok,32.0,2.66,97%,72%,56%,25%,9%,6%,59%,22%,22%,19%,19%
Slovakia - Fortuna Liga,Trencin,32.0,2.66,81%,66%,47%,34%,25%,9%,56%,31%,31%,12%,12%
Slovakia - Fortuna Liga,Komarno,32.0,2.63,91%,62%,53%,25%,16%,6%,50%,28%,31%,19%,22%
Slovakia - Fortuna Liga,FC Kosice,32.0,2.59,88%,72%,50%,31%,19%,0%,59%,28%,25%,16%,12%
Slovakia - Fortuna Liga,Podbrezova,32.0,2.59,88%,78%,50%,28%,6%,3%,59%,22%,31%,9%,19%
Slovakia - Fortuna Liga,DAC Streda,32.0,2.56,91%,75%,53%,28%,6%,3%,53%,34%,22%,25%,12%
Slovakia - Fortuna Liga,Skalica,32.0,2.53,84%,66%,47%,28%,16%,6%,53%,38%,25%,22%,9%
Slovakia - Fortuna Liga,Spartak Trnava,32.0,2.5,88%,69%,47%,28%,16%,3%,59%,31%,22%,19%,9%
South Africa - Premier Division ,Mamelodi S.,28.0,2.79,100%,82%,57%,21%,14%,4%,32%,61%,7%,61%,7%
South Africa - Premier Division ,Sekhukhune,28.0,2.5,100%,79%,39%,14%,11%,7%,57%,36%,7%,36%,7%
South Africa - Premier Division ,Marumo G.,28.0,2.32,93%,64%,36%,18%,7%,4%,54%,25%,29%,18%,21%
South Africa - Premier Division ,AmaZulu,28.0,2.25,93%,64%,39%,18%,7%,4%,39%,36%,32%,29%,25%
South Africa - Premier Division ,Orlando Pirates,28.0,2.25,96%,61%,39%,7%,7%,4%,43%,43%,18%,39%,14%
South Africa - Premier Division ,TS Galaxy,28.0,2.14,93%,71%,29%,14%,7%,0%,61%,25%,21%,18%,14%
South Africa - Premier Division ,Kaizer Chiefs,28.0,2.04,89%,57%,39%,14%,4%,0%,50%,25%,36%,14%,25%
South Africa - Premier Division ,Stellenbosch,28.0,1.96,89%,61%,32%,7%,7%,0%,39%,43%,29%,32%,18%
South Africa - Premier Division ,Golden Arrows,28.0,1.86,82%,61%,25%,11%,7%,0%,32%,32%,54%,14%,36%
South Africa - Premier Division ,Chippa Utd,28.0,1.79,86%,57%,25%,7%,4%,0%,25%,32%,57%,18%,43%
South Africa - Premier Division ,Magesi,28.0,1.79,89%,50%,25%,11%,4%,0%,32%,36%,43%,25%,32%
South Africa - Premier Division ,SuperSport Utd,28.0,1.71,86%,54%,21%,7%,4%,0%,32%,32%,50%,18%,36%
South Africa - Premier Division ,Cape Town City,28.0,1.64,86%,50%,21%,4%,4%,0%,21%,36%,57%,21%,43%
South Africa - Premier Division ,Richards Bay,28.0,1.61,82%,46%,25%,7%,0%,0%,25%,43%,50%,25%,32%
South Africa - Premier Division ,Polokwane,28.0,1.57,86%,57%,11%,4%,0%,0%,29%,36%,50%,21%,36%
South Korea - K League 1,Daegu,20.0,2.75,95%,80%,65%,30%,5%,0%,65%,5%,35%,0%,30%
South Korea - K League 1,Anyang,21.0,2.48,100%,76%,52%,19%,0%,0%,62%,14%,24%,14%,24%
South Korea - K League 1,Daejeon Citizen,21.0,2.48,90%,81%,48%,24%,5%,0%,57%,29%,24%,19%,14%
South Korea - K League 1,Jeonbuk Motors,21.0,2.48,95%,71%,48%,29%,5%,0%,52%,38%,14%,33%,10%
South Korea - K League 1,Pohang Steelers,21.0,2.48,95%,76%,48%,19%,10%,0%,57%,24%,24%,19%,19%
South Korea - K League 1,Suwon City,20.0,2.3,85%,70%,45%,20%,10%,0%,60%,20%,35%,5%,20%
South Korea - K League 1,Jeju Utd,21.0,2.29,90%,71%,43%,19%,5%,0%,52%,29%,29%,19%,19%
South Korea - K League 1,Gimcheon Sangmu,21.0,2.24,86%,62%,38%,24%,14%,0%,43%,43%,29%,29%,14%
South Korea - K League 1,Ulsan,19.0,2.21,95%,68%,32%,16%,11%,0%,47%,37%,21%,32%,16%
South Korea - K League 1,Gwangju,21.0,2.14,90%,57%,43%,19%,5%,0%,52%,29%,29%,19%,19%
South Korea - K League 1,Gangwon,21.0,2.1,90%,62%,48%,10%,0%,0%,38%,33%,38%,24%,29%
South Korea - K League 1,Seoul,21.0,2.05,81%,57%,33%,24%,10%,0%,52%,33%,33%,14%,14%
South Korea - K League 2,Suwon Bluewings,19.0,3.37,95%,89%,63%,47%,32%,11%,74%,21%,11%,16%,5%
South Korea - K League 2,Seoul E-Land,19.0,3.16,100%,89%,63%,32%,21%,11%,79%,11%,11%,11%,11%
South Korea - K League 2,Cheongju,19.0,3.0,95%,84%,63%,37%,16%,5%,63%,16%,26%,11%,21%
South Korea - K League 2,Bucheon FC,19.0,2.79,95%,74%,58%,42%,11%,0%,58%,32%,16%,26%,11%
South Korea - K League 2,Gyeongnam,19.0,2.63,100%,79%,58%,26%,0%,0%,47%,11%,42%,11%,42%
South Korea - K League 2,Busan IPark,19.0,2.53,89%,74%,42%,32%,16%,0%,47%,32%,32%,21%,21%
South Korea - K League 2,Incheon Utd,19.0,2.53,100%,84%,47%,11%,5%,5%,42%,58%,0%,58%,0%
South Korea - K League 2,Jeonnam,19.0,2.42,89%,68%,47%,26%,11%,0%,58%,32%,21%,21%,11%
South Korea - K League 2,Asan,19.0,2.32,89%,79%,37%,21%,5%,0%,47%,32%,32%,21%,21%
South Korea - K League 2,Cheonan City,19.0,2.32,89%,63%,42%,16%,11%,11%,37%,21%,53%,11%,42%
South Korea - K League 2,Hwaseong,19.0,2.32,95%,58%,37%,21%,16%,5%,47%,16%,42%,11%,37%
South Korea - K League 2,Gimpo,19.0,2.0,84%,68%,37%,5%,5%,0%,37%,47%,32%,32%,16%
South Korea - K League 2,Ansan Greeners,19.0,1.79,84%,47%,21%,16%,5%,5%,26%,37%,53%,21%,37%
South Korea - K League 2,Seongnam,19.0,1.68,79%,53%,26%,5%,5%,0%,42%,42%,37%,21%,16%
Spain - La Liga,FC Barcelona,38.0,3.71,100%,82%,71%,47%,34%,24%,61%,34%,5%,34%,5%
Spain - La Liga,Villarreal,38.0,3.21,97%,84%,66%,34%,18%,16%,68%,18%,16%,16%,13%
Spain - La Liga,Celta Vigo,38.0,3.05,100%,82%,63%,34%,16%,5%,68%,21%,11%,21%,11%
Spain - La Liga,Real Madrid,38.0,3.05,100%,89%,58%,26%,21%,8%,55%,39%,5%,39%,5%
Spain - La Liga,Valladolid,38.0,3.05,95%,74%,66%,29%,21%,13%,50%,13%,42%,8%,37%
Spain - La Liga,Real Betis,38.0,2.82,97%,82%,55%,29%,13%,5%,71%,18%,13%,16%,11%
Spain - La Liga,Girona,38.0,2.74,97%,76%,55%,26%,13%,3%,53%,21%,29%,18%,26%
Spain - La Liga,Las Palmas,38.0,2.66,97%,74%,50%,32%,13%,0%,63%,11%,29%,8%,26%
Spain - La Liga,Osasuna,38.0,2.63,92%,79%,45%,26%,13%,8%,63%,24%,21%,16%,13%
Spain - La Liga,Atletico Madrid,38.0,2.58,95%,71%,45%,24%,13%,8%,45%,45%,16%,39%,11%
Spain - La Liga,Valencia,38.0,2.58,95%,74%,45%,18%,13%,8%,58%,21%,26%,16%,21%
Spain - La Liga,Sevilla FC,38.0,2.55,95%,68%,39%,24%,16%,11%,55%,26%,24%,21%,18%
Spain - La Liga,Leganes,38.0,2.5,89%,68%,42%,21%,16%,8%,45%,29%,37%,18%,26%
Spain - La Liga,Espanyol,38.0,2.39,95%,71%,39%,21%,13%,0%,55%,21%,29%,16%,24%
